Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
KAR Govt Quota-Open,2AG,Karnataka,"ESI, Bangalore",PHYSIOLOGY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,19425(1),-,-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"ESI, Bangalore",PAEDIATRICS,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,13004(1),14491(1),19457(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"KVG Med Coll, Sullia",GENERAL MEDICINE,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,17362(1),17362(1),19494(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SDM College, Dharwad",DERMATOLOGY,"₹28,75,650*","₹45,000*",1*,"₹50,00,000*",670,16953(1),7949(1),19806(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"JSS Med Coll, Mysore",GENERAL MEDICINE,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",2060,12504(1),12504(1),19837(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"KVG Med Coll, Sullia",OBG,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,11947(1),11947(1),19871(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Mysore Med Coll, Mysore",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,3736(1),11169(1),19978(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Basaveswara, Chitradurga",OBG,"₹7,83,858*","₹5,000*",1*,"₹50,00,000*",500,16083(1),13205(1),20035(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MVJMC&RH, Bangalore",OBG,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,15127(1),12926(1),20205(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Akash IMS,Devanhalli,Bangalore",OBG,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,12003(1),12003(1),20271(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Chamrajanagar IMS, Karnataka",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,8603(1),8603(1),20278(2),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"MS Ramaiah, Bangalore",ORTHOPAEDICS,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,13856(1),13856(1),20319(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Koppal Inst of MS, Koppal",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,10127(1),8913(1),20372(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL MEDICINE,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,13389(1),11144(1),20406(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Navodaya Med Coll, Raichur",OBG,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1110,12043(1),12043(1),20500(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Oxford Med Coll, Bangalore",RADIO DIAGNOSIS,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",770,20671(1),11097(1),20671(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Gulbarga IMS, Gulbarga",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,-,-,20689(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"SMC, Shimoga",GENERAL MEDICINE,"₹7,83,858*",Info not available,1*,"₹50,00,000*",1250,-,-,-,20701(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"SSIMS & RC, Davangere",ORTHOPAEDICS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,15843(1),15843(1),20708(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"Srinivasa IMS, Srinivasanagar",OBG,"₹50,40,750*","₹29,000*",1*,"₹50,00,000*",660,20727(1),20727(1),20727(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Kempegowda IMS, Bangalore",DERMATOLOGY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,11600(1),11600(1),20807(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Bangalore Med Coll, Bangalore",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,7901(1),7901(1),20881(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,STG,Karnataka,"Akash IMS,Devanhalli,Bangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,20929(1),20929(1),20929(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Belagavi IMS, Belagavi",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,15687(1),11845(1),21087(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"JJM Med Coll, Davangere",TBRD,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,10077(1),10077(1),21124(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BH,Karnataka,"Shridevi IMS, Tumkur",OBG,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,21281(1),21281(1),21281(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Shridevi IMS, Tumkur",PAEDIATRICS,"₹7,83,858*",Info not available*,1*,"₹50,00,000*",750,14042(1),11302(1),21286(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"KVG Med Coll, Sullia",TBRD,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,-,-,21360(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"SSIMS & RC, Davangere",PAEDIATRICS,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",1190,16852(1),13041(1),21856(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",TBRD,"₹11,15,750*","₹45,000*",1*,"₹50,00,000*",670,13770(1),13770(1),22077(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"MRMC, Gulbarga",GENERAL SURGERY,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,22092(1),18979(1),22092(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Chamrajanagar IMS, Karnataka",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,10252(1),10252(1),22099(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,11524(1),12280(1),22197(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Dharward IMHANS, Dharwad",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",375,8460(1),8460(1),22416(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"DR BR Ambedkar, Bangalore",PAEDIATRICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",570,18496(1),11264(1),22469(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MM1,Karnataka,"Kanachur IMS, Mangalore",GENERAL MEDICINE,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,22509(1),22509(1),22509(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1H,Karnataka,"MRMC, Gulbarga",OBG,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,20176(1),20176(1),22710(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Father Mullers, Mangalore",GENERAL SURGERY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,13117(1),13117(1),22766(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Mysore Med Coll, Mysore",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,10514(1),9518(1),22769(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Kanachur IMS, Mangalore",PAEDIATRICS,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,12174(1),12174(1),15850(1),22813(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Hassan IMS, Hassan",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,15233(1),14404(1),22831(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MM1,Karnataka,"Kanachur IMS, Mangalore",OBG,"₹13,88,744*",Info not available,1*,"₹50,00,000*",785,22841(1),22841(1),22841(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Mandya IMS, Mandya",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,15517(1),14211(1),23034(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Al-Ameen, Bijapur",OBG,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,23152(1),18962(1),22253(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"MVJMC&RH, Bangalore",PAEDIATRICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,19494(1),14861(1),23237(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"AJIMS, Mangalore",ORTHOPAEDICS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,10865(1),10816(1),23308(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",ENT,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,21601(1),18138(1),23323(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Father Mullers, Mangalore",ORTHOPAEDICS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,15475(1),15475(1),23433(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Belagavi IMS, Belagavi",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,11541(1),11698(1),23547(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Kempegowda IMS, Bangalore",GENERAL SURGERY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,17651(1),11166(1),23629(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"JJM Med Coll, Davangere",TBRD,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",1930,18894(1),12832(1),23769(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SMC, Shimoga",OBG,-,-,-,-,1250,-,-,-,23914(1),-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Father Mullers, Mangalore",PAEDIATRICS,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,13163(1),12304(1),14861(1),24263(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"SDM College, Dharwad",ORTHOPAEDICS,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,14716(1),14716(1),24381(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"KVG Med Coll, Sullia",GENERAL SURGERY,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,21380(1),21380(1),24385(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Mysore Med Coll, Mysore",ENT,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,20270(1),20319(1),24400(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SDM College, Dharwad",GENERAL MEDICINE,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,13750(1),13750(1),24544(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"St John's, Bangalore",EMERGENCY MEDICINE,"₹12,40,025*","₹45,000",1*,"₹5,00,000*",1720,6068(1),6068(1),24568(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1H,Karnataka,"Bangalore Med Coll, Bangalore",ENT,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,24717(1),24717(1),24717(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"BGS IMS, Bangalore",ORTHOPAEDICS,"₹7,83,858*","₹25,000*",1*,"₹50,00,000*",766,18300(1),16557(1),24824(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"St John's, Bangalore",OPHTHALMOLOGY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,10943(1),13673(1),25130(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Belagavi IMS, Belagavi",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,12775(1),11798(1),25178(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Kidwai Memorial, Bangalore",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",680,14008(1),14008(1),25255(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Mysore Med Coll, Mysore",ENT,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,12875(1),12875(1),25271(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"MRMC, Gulbarga",RADIO DIAGNOSIS,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,20316(1),25295(1),25295(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Shridevi IMS, Tumkur",TBRD,"₹13,88,744*",Info not available*,1*,"₹50,00,000*",750,15390(1),14757(1),25313(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Akash IMS,Devanhalli,Bangalore",OBG,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,19576(1),19576(1),25335(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Shimoga IMS, Shimoga",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,14491(1),17472(1),25424(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL SURGERY,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,12545(1),11460(1),25492(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"SDM College, Dharwad",PAEDIATRICS,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,23547(1),23547(1),25575(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Gulbarga IMS, Gulbarga",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,10473(1),10473(1),25640(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Chamrajanagar IMS, Karnataka",ENT,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,11692(1),11692(1),25769(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Belagavi IMS, Belagavi",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1000,9541(1),9456(1),25773(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Gulbarga IMS, Gulbarga",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,-,-,25813(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"JSS Med Coll, Mysore",OPHTHALMOLOGY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",2060,12419(1),12419(1),25819(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Srinivasa IMS, Srinivasanagar",PAEDIATRICS,"₹45,40,750*","₹29,000*",1*,"₹50,00,000*",660,21744(1),16852(1),26022(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Raichur IMS, Raichur",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,14179(1),12868(1),26074(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Shimoga IMS, Shimoga",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,12038(1),11786(1),26109(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"VIMS (Vydehi), Bangalore",GENERAL SURGERY,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,-,-,26213(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Yenepoya Med Coll, Mangalore",GENERAL SURGERY,"₹8,23,858*","₹45,000*",1*,"₹50,00,000*",910,11209(1),11209(1),26245(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"KIMS, Hubli",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,-,-,26413(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SDM College, Dharwad",EMERGENCY MEDICINE,"₹7,66,450*","₹45,000*",1*,"₹50,00,000*",670,25567(1),16510(1),26435(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"VIMS (Vydehi), Bangalore",TBRD,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,-,-,15460(1),26445(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"KVG Med Coll, Sullia",EMERGENCY MEDICINE,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,17999(1),17072(1),26625(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Father Mullers, Mangalore",GENERAL SURGERY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,26914(1),23024(1),23024(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL MEDICINE,"₹55,40,750*","₹29,000*",1*,"₹50,00,000*",660,17274(1),17274(1),26962(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AH,Karnataka,"Kidwai Memorial, Bangalore",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",680,19368(1),19368(1),27048(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,12082(1),9585(1),15804(1),27231(1),-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"East Point College,Bangalore",OBG,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,26242(1),22469(1),27240(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Chamrajanagar IMS, Karnataka",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,6152(1),6152(1),11020(1),27451(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"KIMS, Hubli",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,14556(1),14556(1),27607(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Chamrajanagar IMS, Karnataka",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,13141(1),10503(1),27716(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1H,Karnataka,"ESIC Med Coll,Gulbarga",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,-,-,27720(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"SDM College, Dharwad",GENERAL SURGERY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,27737(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MU,Karnataka,"Srinivasa IMS, Srinivasanagar",PAEDIATRICS,"₹45,40,750*","₹29,000*",1*,"₹50,00,000*",660,27757(1),27351(1),27351(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"AIMS, Adichunchanagiri, Bellur",ORTHOPAEDICS,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,27822(1),27822(1),27822(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kasturba Med Coll, Mangalore",GENERAL SURGERY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",1290,8325(1),8325(1),27961(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"KIMS, Hubli",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,15061(1),15412(1),27975(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"St John's, Bangalore",RADIATION ONCOLOGY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,27983(1),22412(1),27983(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"VIMS (Vydehi), Bangalore",PAEDIATRICS,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,12810(1),12810(1),12964(1),28012(1),-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,Kodagu Inst of Med Sciences,ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",600,15260(1),12924(1),28460(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"VIMS (Vydehi), Bangalore",OBG,"₹13,88,744*","₹29,000*",1*,"₹50,00,000*",1600,6091(1),6091(1),10071(1),16345(1),28678(1),-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",OPHTHALMOLOGY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,15591(1),11534(1),28836(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"DR BR Ambedkar, Bangalore",GENERAL SURGERY,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,18979(1),18396(1),28964(2),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"AIMS, Adichunchanagiri, Bellur",TBRD,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,18341(1),17957(1),29494(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Hassan IMS, Hassan",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,15344(1),15344(1),29623(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,SCH,Karnataka,"ESIC Med Coll,Gulbarga",OBG,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,29732(1),28123(1),29732(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Kasturba Med Coll, Mangalore",ORTHOPAEDICS,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",1290,29885(1),29885(1),29885(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Nijalingappa, Bagalkot",ORTHOPAEDICS,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,18236(1),17913(1),29904(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"JJM Med Coll, Davangere",OPHTHALMOLOGY,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,17447(1),15820(1),29909(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",PSYCHIATRY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,19697(1),18803(1),30214(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Shimoga IMS, Shimoga",ANAESTHESIOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,18226(1),16848(1),30233(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Hassan IMS, Hassan",PSYCHIATRY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,16175(1),15683(1),30268(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AJIMS, Mangalore",ENT,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,24993(1),24993(1),30362(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,MM1,Karnataka,"Al-Ameen, Bijapur",PAEDIATRICS,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,30430(3),28189(3),30430(3),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,STG,Karnataka,"SSIMS & RC, Davangere",RADIO DIAGNOSIS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",1190,22270(1),30650(1),30650(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"ESIC Med Coll,Gulbarga",ENT,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,27211(1),20328(1),30819(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Gadag IMS, Gadag",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,14262(1),15454(1),30849(1),-,-,-,-,-,-,-,-,-,-
KAR Priv Seats-Min.,RC3,Karnataka,"St John's, Bangalore",EMERGENCY MEDICINE,"₹12,40,025*","₹45,000",1*,"₹5,00,000*",1720,12649(1),12649(1),30872(1),-,-,-,-,-,-,-,-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",ORTHOPAEDICS,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,21360(1),14384(1),30874(1),-,-,-,-,-,-,-,-,-,-
